SVM,KNN,RF,Review
yes,yes,yes,"Mind blowing features,android update given 5.0.1,lollipop version...amazing camera n video quality....no 1 cell in world"
yes,yes,yes,Disapoimted as the invoice is of note 4 and material delivered is note edge
no,no,yes,No FM radio on phone worth half a lac... What a joke
yes,yes,yes,Disappointed since I got a Note Edge for this Phone and invoice mentioning Note 4.
yes,no,no,Hi friends last week bought note 4 not in online but in retail Samsung showroom my last mobile was s4 but after updating lollipop version my phone frequently getting hang n also getting heated up very fast so decided to go for new fan as I am fan of Samsung after lots of research went for note 4...
yes,no,yes,If you are looking for : - Large screen experience with thin bezels - Expandable memory - Adequate replaceable battery power with inbuilt Ultra Saving mode - Quad HD Display - Snapdragon processor - Amazing Camera - Note Stylus & features - Support services Your search ends here..
yes,yes,yes,I would recommend this phone to people who have more money than sense!!
yes,no,yes,Thank you for the phone it's working great
yes,no,yes,I have purchased Note 4 yesterday & its so tempting that I can't even keep it down. IMP specs which fits my need •Note feature.earlier I was using note 2 so I am note a lot. But it takes that feature to nextest level. •battery size 3200 & its removable •clock speed of 2.7 Ghz •3 Gb RAM..
yes,no,yes,Note 4 is the king of phablets. Has brilliant both cameras with amazing modes. Powerful processor with great speed. Outstanding battery backup. Good ram management for multitasking. Last but not the least full of space with internal 32gb & external upto 128gb.
yes,no,yes,I had bought N4 in December last year & I am publishing this review after 10 months (12 months now) of use to let fellow buyers know how it fairs now. PROS: 1. Superb Screen 2. Great Battery - Does 24 hrs of moderate use; 18 hours of heavy moderate use; 12 hours of heavy use.
yes,yes,yes,Very good phone...if you want to be more productive then go for it.........
yes,yes,yes,The best device from samsung. The following exclusive features ike the S-pen with unimaginable features like taking photos from handwritten papaer and transforming it into letters along with Figerprint sensors and SPO2 sensors.
no,yes,yes,"The phone is brilliant, but their after sales service sucks big time. I swear I'm not going to buy Samsung again."
yes,yes,yes,Its Samsung's best ever phone...best in every department...just take it...
no,no,yes,"The phone is more than awaome but i dont kno why is this phone not supporting AC3 audio... where the specs says that it supports AC3 audio.. i have used note 2 and 3 also,both the phone supports AC3 audio but not note 4 i dont know why..?"
yes,yes,yes,I bought this phone from samsung authorised showroom and its prize38500 . i search many phone like iphone 5s and 6 but last i decided to by samsung note4 .and i use it 1 month and than i say its a big monster in market . display.5 star . best phone all u bye this phone
yes,yes,yes,The note 4 is a pritty good device but if you dont linke the touchwiz lag i will suggest that you must not go with device.You will defiantly notice lag here and there.
yes,yes,yes,"Ordered Note4. Got note 4 but how come all accessories like charger, ear phone etc. Is white in colour?"
yes,yes,yes,Excellent phone especially if one wants to use the s pen applications.
yes,yes,yes,Amazing phone. Just love it!
no,yes,no,I purchased this phone yesterday This phone starting heating from 4 to 5 days And also it starting hanging
yes,yes,yes,The buyer would never a get a chance to regret
yes,yes,yes,"This phone is amazing! The display is crisp, bright and colorful. The screen is great for watching hi definition movies. I love all the extra features like heart rate sensor, stylus, infra red blaster, etc. I couldn't ask for more in a phone."
yes,yes,yes,Purchased this phone for my aunt & she is just loving the phone. Awesome camera quality
no,no,no,Defective device shipped to me so returned it.
yes,yes,yes,it is very usfull for me
yes,no,yes,Bought Note 4 from Samsung Plaza. Distinctive Features : CRISPY CLEAR SOUND FROM HEADSET EXCELLENT LOUD SPEAKER VERY CLARITY ON FRONT FACING CAM REAR CAMERA AWESOME VERY GOOD TOUCH SENSITIVITY PUNCHY BATTERY BACKUP FAST CHARGING VERY GOOD IN HURRY VERY DECENT LOOK.. TILL NOW I FOUND NO CONS.
no,no,no,I agree with Mr. Vijay Kumar Jain. I bought this fone exactly a month ago and it gets heated up to very uncomfortable temperatures. In fact Samsung should market it as a heater rather than mobile. It is very slow and apps crash frequently. Only solace being Samsung's good after sales service.
yes,yes,yes,I really love dis phone..bt i cant buy this... so who ever get this.. plz respect it.. ur luck to have such a phone.. note4<3
yes,yes,yes,I love this phone its amazing if any one for resale contect me
yes,yes,yes,awesome device . i have buyed on 25/12/2014 for 54000 buks . Best smartest phone with smart pen on earth till now ... :)
yes,yes,yes,"I bought this Samsung Galaxy Note 4 N9100G(Frost White) (Qualcomm version). It has cost me Rs.52,000/- Pro 1. Very bright Quad HD display compared to Lg-G3. 2. Beautiful Design, silver like cutting at the edges.Very thin compared to previous versions. 3. Camera is awesome. Pictures always bright."
yes,yes,yes,"If you want something with a large screen , mind blowing performance and premium features. I would only say one thing ""Take a note of this masterpiece"" . display: The 5.7 inch,Super Amoled screen is exceptional and the best so far of any smartphone. Quad HD resolution of 2560x1440 pixels, 515 ppi."
yes,yes,yes,Superb Phone with mind blowing features. Rocking performance. Its a privilege to own a phone like this. Hats off to SAMSUNG.
yes,yes,yes,I got this device on 21st October and let me tell you that this has stood firm on its expectations. It has lot of industry first features and the S Pen feature is unthinkable. In just about 7 days I am very addicted to this device.
yes,yes,yes,"If you want something with a large screen , mind blowing performance and premium features. I would only say one thing ""Take a note of this masterpiece"" . display: The 5.7 inch,Super Amoled screen is exceptional and the best so far of any smartphone. Quad HD resolution of 2560x1440 pixels, 515 ppi."
